1, 13.696
2, 13.922
3, 14.197
2, 14.381
1, 14.608
1, 14.904
1, 15.079
1, 15.356
1, 15.631
2, 15.809
0, 16.099

1, 16.637
2, 16.869
3, 17.159
2, 17.349
1, 17.618
1, 17.893
1, 18.104
2, 18.473
1, 18.868
0, 19.257

1, 19.617
2, 19.873
3, 20.182
2, 20.375
1, 20.656
1, 20.931
1, 21.123
1, 21.419
1, 21.694
2, 21.893
0, 22.162

1, 22.642
2, 22.896
3, 23.186
2, 23.37
1, 23.63
1, 23.892
1, 24.083

3, 24.457
2, 24.656
1, 24.861
0, 25.124

1, 25.646
2, 25.921
3, 26.196
2, 26.374
1, 26.621
1, 26.917
1, 27.093
1, 27.383
1, 27.66
2, 27.842
0, 28.098

1, 28.599
2, 28.88
3, 29.143
2, 29.321
1, 29.596
1, 29.892
1, 30.07
2, 30.444
1, 30.846
0, 31.256

1, 31.616
2, 31.884
3, 32.181
2, 32.343
1, 32.606
1, 32.911
1, 33.107
1, 33.382
1, 33.687
2, 33.871
0, 34.146

1, 34.635
2, 34.895
3, 35.185
2, 35.369
1, 35.616
1, 35.885
1, 36.069
2, 36.486
3, 36.86, 0.5

3, 37.601
3, 37.794
3, 37.997
2, 38.388
2, 38.571
2, 38.76
1, 39.136
1, 39.311
1, 39.485
0, 39.871
0, 40.078
0, 40.276
1, 40.654, 1.6

1, 42.313
2, 42.476
3, 42.661, 0.7

3, 43.63
3, 43.814
3, 43.998
2, 44.357
2, 44.544
2, 44.737
1, 45.124
1, 45.299
1, 45.496
0, 45.883
0, 46.058
0, 46.245
0, 46.621, 1

1, 47.771
2, 48.129, 0.4
1, 48.888, 0.4

2, 49.596
2, 49.757
2, 49.94
1, 50.345
1, 50.528
1, 50.721
2, 51.1
2, 51.265
2, 51.458
1, 51.824
1, 52.004
1, 52.211
3, 52.597
3, 52.781
3, 52.988
3, 53.374
3, 53.549
3, 53.723
3, 54.115
3, 54.298
2, 54.481
2, 54.646
1, 54.83
1, 55.015
0, 55.208
0, 55.395

2, 55.598
2, 55.772
2, 55.961
1, 56.37
1, 56.541
1, 56.728
2, 57.106
2, 57.279
2, 57.454
1, 57.845
1, 58.024
1, 58.199

1, 58.597
2, 58.748
0, 58.965
2, 59.159
1, 59.346
2, 59.531
0, 59.724
2, 59.898
1, 60.101
2, 60.276
0, 60.463
2, 60.646
1, 60.831
2, 61.005
0, 61.198
2, 61.395
1, 61.589
2, 61.763
1, 61.971
2, 62.15
1, 62.347
2, 62.532
1, 62.726
2, 62.923
1, 63.106
2, 63.299
1, 63.487
2, 63.672
3, 63.865, 0.5

0, 64.635
1, 64.635
0, 64.936
1, 64.936
0, 65.176
1, 65.176
1, 65.369
2, 65.369
1, 65.671
2, 65.671
1, 65.953
2, 65.953
2, 66.128
3, 66.128
2, 66.42
3, 66.42
2, 66.694
3, 66.694
1, 66.873
2, 66.873
1, 67.169
2, 67.169
1, 67.438
2, 67.438

2, 67.622
2, 67.928
2, 68.206
3, 68.403
2, 68.662
1, 68.926
2, 69.115
2, 69.401
2, 69.681
1, 69.878
0, 70.18
0, 70.444

0, 70.627
1, 70.627
0, 70.939
1, 70.939
0, 71.198
1, 71.198
1, 71.382
2, 71.382
1, 71.678
2, 71.678
1, 71.956
2, 71.956
2, 72.131
3, 72.131
2, 72.436
3, 72.436
2, 72.696
3, 72.696
1, 72.879
2, 72.879
1, 73.185
2, 73.185
1, 73.463
2, 73.463

1, 73.628
1, 73.92
1, 74.19
2, 74.377
3, 74.669
2, 74.928
3, 75.112
2, 75.395
1, 75.673
2, 75.856
1, 76.14
2, 76.426

0, 76.629
1, 76.629
0, 76.921
1, 76.921
0, 77.171
1, 77.171
1, 77.378
2, 77.378
1, 77.69
2, 77.69
1, 77.962
2, 77.962
2, 78.137
3, 78.137
2, 78.439
3, 78.439
2, 78.698
3, 78.698
1, 78.872
2, 78.872
1, 79.178
2, 79.178
1, 79.447
2, 79.447

2, 79.611
2, 79.927
2, 80.196
3, 80.369
2, 80.671
1, 80.945
2, 81.138
2, 81.43
2, 81.694
1, 81.873
0, 82.169
0, 82.438

0, 82.612
1, 82.612
0, 82.914
1, 82.914
0, 83.187
1, 83.187
1, 83.385
2, 83.385
1, 83.686
2, 83.686
1, 83.964
2, 83.964
2, 84.129
3, 84.129
2, 84.435
3, 84.435
2, 84.685
3, 84.685
1, 84.878
2, 84.878
1, 85.19
2, 85.19
1, 85.462
2, 85.462

1, 85.647
1, 85.939
1, 86.188
2, 86.382
2, 86.678
2, 86.956
3, 87.145
2, 87.427
1, 87.714
2, 87.893
3, 88.228
2, 88.656, 2

2, 90.993
2, 91.164
2, 91.319
2, 91.489
1, 91.663
1, 91.846
1, 92.035
1, 92.218
0, 92.412
0, 92.577
0, 92.78
0, 92.967

3, 93.151
2, 93.335
1, 93.529
0, 93.712

0, 93.905
0, 94.084
0, 94.268
0, 94.451
0, 94.644
0, 94.839
0, 95.022
0, 95.21
0, 95.403
0, 95.588
0, 95.771
0, 95.964
0, 96.152
0, 96.337
0, 96.52
0, 96.703

2, 96.878
2, 97.071
2, 97.265
2, 97.462
1, 97.659
1, 97.862
1, 98.056
1, 98.231
0, 98.414
0, 98.589
0, 98.772
0, 98.96

3, 99.153
2, 99.346
1, 99.531
0, 99.704

0, 99.898
0, 100.077
0, 100.26
0, 100.453
0, 100.646
0, 100.826
0, 101.009
0, 101.19

3, 101.395
2, 101.584
1, 101.951, 0.3
2, 102.319
3, 102.522, 0.3

2, 102.919
2, 103.092
2, 103.286
2, 103.471
1, 103.654
1, 103.847
1, 104.026
1, 104.205
0, 104.403
0, 104.596
0, 104.789
0, 104.968

3, 105.161
2, 105.335
1, 105.53
0, 105.713

0, 105.896
0, 106.089
0, 106.278
0, 106.472
0, 106.655
0, 106.842
0, 107.027
0, 107.211
0, 107.404
0, 107.597
0, 107.78
0, 107.959
0, 108.153
0, 108.336
0, 108.529
0, 108.714

2, 108.901
2, 109.085
2, 109.27
2, 109.453
1, 109.656
1, 109.844
1, 110.061
1, 110.234
0, 110.437
0, 110.612
0, 110.796
0, 110.971

3, 111.164
2, 111.337
1, 111.534
0, 111.719

0, 111.903
0, 112.086
0, 112.279
0, 112.468
0, 112.661
0, 112.845
0, 113.028
0, 113.213

0, 113.406, 0.1
1, 113.594, 0.3
2, 113.972, 0.4
3, 114.342, 0.4

1, 114.946
3, 114.946
1, 115.139
1, 115.314
0, 115.465
1, 115.653, 0.5
3, 115.653, 0.5

3, 116.44
2, 116.722
1, 116.971
0, 117.16
1, 117.448
0, 117.702

1, 117.915
3, 117.915
1, 118.102
1, 118.306
0, 118.479
1, 118.682, 0.5
3, 118.682, 0.5

2, 119.431
1, 119.727
0, 119.973
3, 120.152
2, 120.482
1, 120.755

1, 120.953
3, 120.953
1, 121.146
1, 121.319
0, 121.49
1, 121.673, 0.5
3, 121.673, 0.5

3, 122.446
2, 122.71
1, 122.974
0, 123.163
1, 123.487
0, 123.727

1, 123.93
3, 123.93
1, 124.105
1, 124.298
0, 124.471
1, 124.656, 0.5
3, 124.656, 0.5

3, 125.437
2, 125.707
1, 125.979
1, 126.164
3, 126.164
0, 126.564
2, 126.564



1, 126.931
3, 126.931
1, 127.118
1, 127.303
0, 127.487
1, 127.67, 0.5
3, 127.67, 0.5

3, 128.419
2, 128.702
1, 128.99
0, 129.177
1, 129.479
0, 129.719

1, 129.914
3, 129.914
1, 130.097
1, 130.29
0, 130.488
1, 130.681, 0.5
3, 130.681, 0.5

2, 131.42
1, 131.713
0, 132.005
3, 132.179
2, 132.48
1, 132.74

1, 132.937
3, 132.937
1, 133.165
1, 133.306
0, 133.499
1, 133.686, 0.5
3, 133.686, 0.5

3, 134.413
2, 134.715
1, 134.987
0, 135.17
1, 135.463
2, 135.721

1, 135.919
3, 135.919
1, 136.114
1, 136.307
0, 136.49
1, 136.673, 0.5
3, 136.673, 0.5

3, 137.436
2, 137.718
1, 137.988
3, 138.185
2, 138.572
0, 138.944, 10
1, 138.944, 10
