2, 0.3

2, 0.7
1, 0.9
2, 1.1
3, 1.3
2, 1.5
1, 1.7
2, 1.9

2, 2.3
1, 2.5
2, 2.7
3, 2.9
0, 3.1
1, 3.3
2, 3.5

2, 3.9
1, 4.1
2, 4.3
3, 4.5
2, 4.7
1, 4.9
2, 5.1

2, 5.5
1, 5.7
2, 5.9
3, 6.1
0, 6.3
1, 6.5
0, 6.7
2, 6.7

2, 7.1
1, 7.3
2, 7.5
3, 7.7
2, 7.9
1, 8.1
1, 8.3
3, 8.3

2, 8.7
1, 8.9
2, 9.1
3, 9.3
0, 9.5
1, 9.7
0, 9.9
2, 9.9

2, 10.3
1, 10.5
2, 10.7
3, 10.9
2, 11.1
1, 11.3
1, 11.5
3, 11.5

2, 11.9
1, 12.1
2, 12.3
3, 12.5
0, 12.7
1, 12.9
0, 13.1
2, 13.1

2, 13.5
1, 13.7
2, 13.9
3, 14.1
2, 14.3
1, 14.5
1, 14.7
3, 14.7

2, 15.1
1, 15.3
2, 15.5
3, 15.7
0, 15.9
1, 16.1
0, 16.3
2, 16.3

2, 16.7
1, 16.9
2, 17.1
3, 17.3
2, 17.5
1, 17.7
1, 17.9
3, 17.9

2, 18.3
1, 18.5
2, 18.7
3, 18.9
0, 19.1
1, 19.3
2, 19.5

2, 19.9
1, 20.1
2, 20.3
3, 20.5
2, 20.7
1, 20.9
2, 21.1

2, 21.5
1, 21.7
2, 21.9
3, 22.1
0, 22.3
1, 22.5
2, 22.7

2, 23.1
1, 23.3
2, 23.5
3, 23.7
2, 23.9
1, 24.1
2, 24.3

2, 24.7
1, 24.9
2, 25.1
3, 25.3
0, 25.5
1, 25.7
2, 25.9

2, 26.3
1, 26.5
2, 26.7
3, 26.9
2, 27.1
1, 27.3
2, 27.5

2, 27.9
1, 28.1
2, 28.3
3, 28.5
0, 28.7
1, 28.9
2, 29.1

2, 29.5
1, 29.7
2, 29.9
3, 30.1
2, 30.3
1, 30.5
2, 30.7

2, 31.1
1, 31.3
2, 31.5
3, 31.7
0, 31.9
1, 32.1

0, 32.3
0, 32.5
0, 32.7
0, 32.9
0, 33.1
0, 33.3
0, 33.5
0, 33.7
1, 33.9
1, 34.1
1, 34.3
1, 34.5
2, 34.7
2, 34.9
2, 35.1
2, 35.3
0, 35.5
0, 35.7
0, 35.9
0, 36.1
0, 36.3
0, 36.5
0, 36.7
0, 36.9
1, 37.1
1, 37.3
1, 37.5
1, 37.7
2, 37.9
2, 38.1
2, 38.3
2, 38.5
0, 38.7
0, 38.9
0, 39.1
0, 39.3
0, 39.5
0, 39.7
0, 39.9
0, 40.1
1, 40.3
1, 40.5
1, 40.7
1, 40.9
2, 41.1
2, 41.3
2, 41.5
2, 41.7
0, 41.9
0, 42.1
0, 42.3
0, 42.5
0, 42.7
0, 42.9
0, 43.1
0, 43.3
1, 43.5
1, 43.7
1, 43.9
1, 44.1
2, 44.3
2, 44.5
2, 44.7
2, 44.9
0, 45.1, 0.4

3, 45.5, 0.4

0, 45.9
0, 46.1
3, 46.3
0, 46.5
0, 46.7, 0.4

3, 47.1, 0.4

0, 47.5
0, 47.7
3, 47.9
0, 48.1
0, 48.3, 0.4

3, 48.7, 0.4

0, 49.1
0, 49.3
3, 49.5
0, 49.7
0, 49.9, 0.4

3, 50.3, 0.4

0, 50.7
2, 50.9
1, 51.1
2, 51.3
0, 51.5, 0.4

3, 51.9
0, 52.1
3, 52.3
0, 52.5
3, 52.7
0, 52.9
2, 53.1, 0.4

1, 53.5
2, 53.7
1, 53.9, 0.4

0, 54.3
1, 54.5
0, 54.7, 0.4

3, 55.1
0, 55.3
3, 55.5
0, 55.7
3, 55.9
0, 56.1
2, 56.3, 0.4

1, 56.7
2, 56.9
1, 57.1, 0.4

0, 57.5
1, 57.7
0, 57.9, 0.4

3, 58.3
0, 58.5
3, 58.7
0, 58.9
3, 59.1
0, 59.3
